,idx,question,content,best_answer,focus,age,gender,other_demographic,sadness_support,sadness_cause,joy_support,joy_cause,fear_support,fear_cause,anger_support,anger_cause,surprise_support,surprise_cause,disgust_support,disgust_cause,trust_support,trust_cause,anticipation_support,anticipation_cause,confusion_support,confusion_cause,denial_support,denial_cause,neutral,other_emotional_state,informational_support,emotional_support,esteem_support,tangible_support,network_support,other_support,support_needs,any_notes,other_demographic ,focus 
3,39086,Do I have reason to feel overly stressed?,"In last 2 weeks my dad came to live with me so I can do hospice in his final days of liver failure, my husband had surgery to see if he had cancer, it wasn't but they don't know what it is yet. Today someone ran into me in the parking lot (his fault)
My house is a mess. I work full time and have 2 teenage daughters. This may sound stupid but I can't think clearly now and I really need sincere answers to help validate that I'm normal in feeling really, really stressed out or am I being sensitive. I really know it could be a whole lot worse. My nerves are raw!
Guess I just need to vent. Thanks for listening.","Wow, that sounds really stressful. Bless your heart, I'll say a prayer for you. Yes you have all the reason in the world to feel stressed. You are 100% normal, and not insensitive at all. On a deeper level, the stress is the combination of all of your emotions at this moment, feeling overwhelmed, scared, confused, helpless, and stress is just the end result. Just know that this, too, shall pass, count your blessings, and enjoy the ones you love.","really, really stressed",,Female,,This may sound stupid but I can't think clearly now and I really need sincere answers,Do I have reason to feel overly stressed?,,,,,My nerves are raw!,"In last 2 weeks my dad came to live with me so I can do hospice in his final days of liver failure, my husband had surgery to see if he had cancer, it wasn't but they don't know what it is yet. ....My house is a mess. I work full time and have 2 teenage daughters.",,,,,,,,,,,,,,,,Guess I just need to vent. Thanks for listening.,"I really need sincere answers to help validate that I'm normal in feeling really, really stressed out or am I being sensitive.",,,,"Yes: Wow, that sounds really stressful. Bless your heart, I'll say a prayer for you. Yes you have all the reason in the world to feel stressed. You are 100% normal, and not insensitive at all. On a deeper level, the stress is the combination of all of your emotions at this moment, feeling overwhelmed, scared, confused, helpless, and stress is just the end result. Just know that this, too, shall pass, count your blessings, and enjoy the ones you love.",,,
9,2214278,Help my tubes are blocked !?,"I had sugery to see what was causing me to have secondary infertility. The Dr. discovered that my tubes are blocked. She is now referring me to an infertility specialist. She recomended IVF ,but I can't afford IVF. I am not poor,but IVF is expensive and I didn't plan for this. I have a three year old and I can't imagine her going through life without siblings. IVF shouldn't be necssicary if I have concived and have a child. I have alson had two miscarriages in the past two years not related to the blocked tubes.This is really bothering me can I get some advice?","IVF (in vitro fertilization) treatment; IUI, ICSI and Laparoscopic surgery is very cheap in India. The cost is very low and the medical services are very good in India.

My cousin and her husband got their IVF treatment in India through the Forerunners Healthcare in India and is all praise for this company. She is a known case of PCOS.She is a very happy mother of a baby boy now. She just paid 2500 pounds for the full IVF treatment in India for which she was quoted 8000 pounds in private setup in UK.

Forerunners Healthcare is very famous in India. I read a lot about them in the newspapers. I have also read about a Chinese couple who planned surrogacy through the Forerunners Healthcare. They arrange financing for USA, Canadian, UK and other international patients who plan to have surgery and infertility treatment like IVF, IUI, and ICSI abroad for low price. They also have photos pasted of their International patients. You can checkout their website. There are huge cost savings. As a doctor I personally believe that surgery and treatment  can be easily handled in India, as the quality of healthcare available In India is simply best in the world. The surgeons are USA/UK trained and facilities are 5 star.

http://www.forerunnershealthcare.com
Hope this helps.",infertility,,,,"She recomended IVF ,but I can't afford IVF.",afford IVF,,,,,,,,,,,,,,,,,,,,,,This is really bothering me can I get some advice?,,,,,Yes: My cousin and her husband got their IVF treatment in India ,,,
11,4463126,What are you willing to pay for the life of your child? I just want to share with all the parents that when my,"daughter was born she had asthma and eczema. For the parents that have children with these symptoms, you know that life for me and my daughter was pure torture. The doctors were giving me everything they thought would cure my daughter of these drastic symptoms. By the time my daughter was two years old I had taken her to 6 different doctors for a total of 43 Dr. visit for the same thing, eczema and asthma. Mind you these doctors are suppose to be the best. The doctors put her on the nebulizer for breathing and she has been hospitalized 7 times due to asthma attacks. My daughter and I were exhausted and I cried every day because I thought there was nothing I could do. I started using this special soap and lotion ordered from a catalog. My daughter is now 4 years old and she is free from eczema and asthma. I was slowly killing my daughter because I was using dangerous household cleansers and prescribed medicines like Bleach,Tilex,Protopic,Elidel,etc. 4 more email me wisdom_women@yahoo.co",I would die for my child if that meant helping her. I would try anything if i truely felt in my heart that it would work. I would spend all the money i had and didn't have to help her. She is my life....with out her i wouldn't have one,asthma and eczema,,,,My daughter and I were exhausted and I cried every day because I thought there was nothing I could do.,asthma and eczema,,,,,,,,,,,,,,,,,,,,,,,,,What are you willing to pay for the life of your child? I just want to share with all the parents that when my,,Yes: I would die for my child if that meant helping her. I would try anything if i truely felt in my heart that it would work.,,,
12,581862,IS ANYONE HERE GOING CRAZY? ..living with an obsessive-compulsive disorder is the worst hell..?,"anyone here with ocd???
do  you feel you have some kind of memor impairment..
i know that in fact,. theres scientific data supporting a cerebral chemical imbalance,.. 
but i used to think that my memory problems were secundary to my lack of concentration due to the osessive thoughts,.. but im going nuts,.. i dont even remember what on earth i just ate,.. it was a half an hour ago,.. 
does it happen to u????","OCD is part of my anxiety disorder, but I also get health anxiety/panic disorder and agoraphobia too. 

I got very stressed out a few weeks ago, due to  drug withdrawal and stress, my memory kept lapsing and found concentration difficult. Due to my health anxiety I believed I had the onset of dementia (at 21 I hasten to add!!). As a result I kept obsessively counting back from 100 in groups of 3 and going on Internet based memory tests, just to see if everything was OK!

My advice to you is to try not to concentrate on trying to remember what happened 30 minutes or seconds ago and it usually goes away by itself, and don't start counting like I did!",obsessive-compulsive disorde,,,,living with an obsessive-compulsive disorder is the worst hell.,obsessive-compulsive disorder,,,,,"im going nuts,.. i dont even remember what on earth i just ate,.. it was a half an hour ago",obsessive-compulsive disorder,,,,,,,,,,,,,,,,,,,anyone here with ocd??? do  you feel you have some kind of memor impairment..,,"Yes: My advice to you is to try not to concentrate on trying to remember what happened 30 minutes or seconds ago and it usually goes away by itself, and don't start counting like I did!",,,
14,41827,Looking for a friend to share complex issues concerning bi-polar/anxiety/ad/hd and empty nest syndrome?,"Hello to everyone out there who are going through issues that only therapists and psychiatrists can begin to grasp.  It is such a lonely feeling to be diagnosed with a mental health disorder.  In my case, I have multiple problems. In addition to my subject list, I also dread the lack of daylight that we are now facing.  I have all of these problems floating around in my head and have no idea how I function at work much less at home. I feel that I am basically a failure and a freak most of the time and the fact that I have to be on several different medications just seals the deal.  The underlying question I keep asking is why can't I be normal like everyone else.  Surely I could be  better wife and mother if not for all of these disorders.  I don't dare disclose my problems at work.  I somehow just fake my way through the day and no one has to know.  My daughter is very independent which is a good thing but I feel detached from her.  I don't feel close to my husband either.",well i have ocd and depression and i feel like crap all the time i keep on going because i will not let my disease get to me i will not lay down to this !,mental health disorder,,,,It is such a lonely feeling to be diagnosed with a mental health disorder.,mental health disorder.,,,,,,,,,,,,,,,I have all of these problems floating around in my head and have no idea how I function at work much less at home.,mental health disorder.,I somehow just fake my way through the day and no one has to know.,mental health disorder.,,,,The underlying question I keep asking is why can't I be normal like everyone else.,,,Looking for a friend to share complex issues concerning bi-polar/anxiety/ad/hd and empty nest syndrome?,,Yes: well i have ocd and depression and i feel like crap all the time i keep on going because i will not let my disease get to me i will not lay down to this !,,,
19,415127,I was wondering if anyone out there has had complications with carrying a child?,"I was pregnant and just a week before my due date I went in for a check up and the doctor found that my baby had no heart beat and had past away. I then had to be induced. While I was in the hospital being induced the doctor told me that I had preclapsia. After I delivered the baby (stillborn) then doctor told me that the baby only weighed 3 pounds, which was weird because i had carried full term. The doctor also told me that he thought the reason that I had complications was caused by the placenta not developing right. I was wondering if anyone has had the same type of thing happen to them and if it was ever determined what exactly it was?","I'm very sorry for your loss.

Did you receive prenatal care?  If so, I'd like to know how your doctor didn't determine these health issues before your child was born.  An ultrasound would have told you your child was smaller than normal and routine tests would have revealed the preclampsia.  All of these could have been done LONG before your due date.",complications with carrying a child,,Female,,I was pregnant and just a week before my due date I went in for a check up and the doctor found that my baby had no heart beat and had past away.,my baby had no heart beat and had past away,,,,,,,"After I delivered the baby (stillborn) then doctor told me that the baby only weighed 3 pounds, which was weird because i had carried full term",baby only weighed 3 pounds,,,,,,,,,,,,,,,,,I was wondering if anyone out there has had complications with carrying a child?,,Yes: I'm very sorry for your loss.,,,
21,1275797,"How can one person possess so many ""things"" at one time?","I took the MCMI-III test (if you know what that is) and diagnosed that I have anxiety, somatoform, Bipolar, Dysthymia and PTSD, thought disorder, major depression, Schizoid, Avoidant, depressive, negativistic and borderline. Holy cow. Is the test valid and how trustable is this test taken in psychologist office? If test is 100% accurate and trustable, I think I am ""f*cked up""...I hated myself and I wanted to die!","No test like that is hugely accurate.... so I wouldn't suggest worrying about it.

Then again, I wouldn't suggest worrying about it even if it was. If you still have full reasoning capability and can function like a normal human being (get the opinions of peers) then there isn't really much of a problem.... no matter what conditions they say you have. 

Like I said though.... those things aren't exactly the be-all and end-all of mental condition diagnosis.... Forget about it if it suits you.

[Incidentally... some of those tend to be... mutually exclusive.]",MCMI-III test,,,,"I think I am ""f*cked up""...I hated myself and I wanted to die!","MCMI-III test (if you know what that is) and diagnosed that I have anxiety, somatoform, Bipolar, Dysthymia and PTSD, thought disorder, major depression, Schizoid, Avoidant, depressive, negativistic and borderline.",,,"I took the MCMI-III test (if you know what that is) and diagnosed that I have anxiety, somatoform, Bipolar, Dysthymia and PTSD, thought disorder, major depression, Schizoid, Avoidant, depressive, negativistic and borderline. Holy cow.","diagnosed that I have anxiety, somatoform, Bipolar, Dysthym...",,,,,,,,,,,"How can one person possess so many ""things"" at one time?","diagnosed that I have anxiety, somatoform, Bipolar, Dysthym...",,,,,,"If test is 100% accurate and trustable, I think I am ""f*cked up""...I hated myself and I wanted to die!",Is the test valid and how trustable is this test taken in psychologist office?,,,,Yes: No test like that is hugely accurate.... so I wouldn't suggest worrying about it.,,,
23,1067977,Do I have a depersonalization disorder?,"First off I:

Feel like I don't really know who I am, or when I look in the mirror that person isn't actually me.

I don't know if I am depressed or not, but I feel like it sometimes.

I read something about depersonalization being connected with epilepsy, which I have, and had a seizure when I was 8.

I read you feel disconnected from the world, but I don't know if that's how i feel but I do feel very unimportant to other people. I might just be used to the feeling of being detached from myself cuz I might have had it for a while.

Other signs? Or do I definetly have it?

Please I need answers, im going crazy about this.","Some mood stabalizers are also used for seizures, you really should get medical advice for this, if you are depressed meds are very helpful in these ""crazy"" feelings.",depersonalization disorder,,,,"I read you feel disconnected from the world, but I don't know if that's how i feel but I do feel very unimportant to other people.",depersonalization disorder,,,"Please I need answers, im going crazy about this.",depersonalization disorder,,,,,,,,,,,,,,,,,,,Do I have a depersonalization disorder?,,,,"Yes: you really should get medical advice for this,",,,
26,411090,"7months ago i came off paxil, depakote ,klonlpin,metadate.i had such weight gain stomach pains i stopped cold.","i had bad withdrals and still have pain in the jaws from stopping tranzene I have found myself verry depressed now and started lamictal will I get back like I was  because I get tired of the ups and downs I dont have the nervious energy or talking most do but I dont like to be annoyed,aggitatedand wish I were dead instead of putting my family through this . I wonder if I would stay off meds till the tranzene is out would I feel betteris this drug causing these symtoms. I take klonopin to ease the tenision some. I get angry verry easy and cry",Honey if you are on that much medication you need your Dr to advise you.  You are lucky to have had only the few side effects you have had.  Go back to your Dr and tell him you need a differnet combination of meds.  You can't do this alone honey I know I have suffered from it my whole life.  Please get some professional help before it is to late.,stay off meds,,,,I have found myself verry depressed now,stopping tranzene,,,,,I get angry verry easy and cry,stopping tranzene,,,,,,,will I get back like I was,tarted lamictal,,,,,,,,"will I get back like I was  because I get tired of the ups and downs I dont have the nervious energy or talking most do but I dont like to be annoyed,aggitatedand wish I were dead instead of putting my family through this .",I wonder if I would stay off meds till the tranzene is out would I feel betteris this drug causing these symtoms.,,,,Yes: Honey if you are on that much medication you need your Dr to advise you.  You are lucky to have had only the few side effects you have had.  Go back to your Dr and tell him you need a differnet combination of meds.  You can't do this alone honey I know I have suffered from it my whole life.  Please get some professional help before it is to late.,,,
29,2503591,Has anyone out there fought with bulimia?,"I have been fighting this for about 15 years now. I get it under control pretty good for awhile then it gets bad again. I know big events in life trigger it at times. I have had a nervous breakdown in the past and a depression problem which I keep under control reall well, but the bulimia is like a bad dream that keeps coming back. Any of you living like this? I need someone who knows what I'm going through.","Bulimia is a symptom of a more engrained disorder. You cannot cut down a tree by cutting off its branches, you have to go for its trunk and its root. Sometimes we only cut branches, sometimes we cut off the trunk, but if you don't take out the roots, the tree always grows back.

The obvious suggestion is to go see a therapist. However, that alone will not do it. It is important to seek outside support, bulimia groups and family support are important. If family is not an option, seek friends. The more shame you have, the more you will hide it and feed into the disease. It is important to accept it and find others who will accept you for it, so that eventually with their support and your own persistence you can overcome it.",bulimia,,,,I have been fighting this for about 15 years now.,bulimia,,,,,,,,,,,,,,,,,,,,,,I need someone who knows what I'm going through.,,,Any of you living like this?  I need someone who knows what I'm going through.,,"Yes:  It is important to accept it and find others who will accept you for it, so that eventually with their support and your own persistence you can overcome it.",,,
30,182660,taking a poll on ovulation syptoms?,"Just wondering... how many people have EXTREMELY SORE breast tenderness prior to ovulation?  Mine has normally come right after ovulation and most of the time lasts right up to AF.  This month I thought I pinpointed O about 7 days ago, within a day or two, My breasts got so sore I could  hardly stand to have anything brush up against them, much less touch them, but now am having lots of ferning again on my scope.  I have also been CRAZY CRAZY TIRED- I never feel like I need a nap in the middle of the day.  It seems way early to have syptoms of early pregnancy especially since implantation probably has or hasn't taken place- right?  I thought the only way you have those types of syptoms are if you already implanted?!  Any thoughts from anyone?  I thought breast tenderness was a result of progesterone levels rising after O.  Oh, and I have been extremely intolerant of anything...crazy moody out of control... I thought maybe this is a result of just being so tired... Thanks in advance!","You can be impregnated up to I day a day after sex. After that the guys die of and so does your egg, there is a 24 hour window where it is fertile then it decreases. However you can not tell if you are pregnant for 12 days or after your missed period depending on your body.  You can experience symptoms of pregnancy without conformation of a test.  I had morning sickness for a month before a test came up positive.",syptoms of early pregnancy,,,,I have also been CRAZY CRAZY TIRED- I never feel like I need a nap in the middle of the day.,early pregnancy,,,,,"Oh, and I have been extremely intolerant of anything...crazy moody out of control.",EXTREMELY SORE breast tenderness prior to ovulation,,,"My breasts got so sore I could  hardly stand to have anything brush up against them, much less touch them,",EXTREMELY SORE breast tenderness prior to ovulation,,,,,,,,,,,,,It seems way early to have syptoms of early pregnancy especially since implantation probably has or hasn't taken place- right?  I thought the only way you have those types of syptoms are if you already implanted?!,,Just wondering... how many people have EXTREMELY SORE breast tenderness prior to ovulation?,,Yes:  I had morning sickness for a month before a test came up positive.,,,
31,3799691,tell me why some people think that bipolar disorder is something that is cureable it's not! i myself have it,i was born with it my birth mother had it and passed it on to me. i had extreme anger when i was little. after high school i got social anixety and extreme nervousness. i've lived with my parents for thrity years so far. i had trouble keeping jobs. i take medication and it helps but not enough. i see a phycarist. i loved my father but he is dead. i handle my emoitions differently.  so i will always have it. it's not something that just goes away.,MY mother is manic depressive bipolar and it passed on to me.I believe that people just do not understand the problems that this disorder can cause,bipolar disorder,,,,i had trouble keeping jobs.,bipolar disorder,,,,,i had extreme anger when i was little.,bipolar disorder,,,,,,,,,,,,,,,,tell me why some people think that bipolar disorder is something that is cureable it's not! i myself have it,,,,,Yes: MY mother is manic depressive bipolar and it passed on to me.I believe that people just do not understand the problems that this disorder can cause,,,
32,297819,Can you answer this??????,"Hello, I was wondering I went to my dentist about a month ago, and he took some xrays, and told me I have 2 chronic abscesses in my left top/bottom wisdom teeth, and a sever cavity in my right wisdom tooth. Would this be the cause of my swollen glands, and fatigue, and general ill feeling ALL THE TIME!!!!!!???? At some points throughout the day I feel dizzy, like I am gonna fall over. I dont have dental to get these teeth pulled, and treated so I dont know what the hell to do. I just want to feel good again. I feel okay one minute, and then the next feel like I am going to die. Anyone else experiance these sypmtoms with a TOOTH ABCSESS??? It has also been a little harder for me to get over my usual colds, and my allerigies seem to be ALOT worse. I need some help PLEASEEEE!!!! My left wisdom teeth have been decayed for about 2 years now, and just simply dont have the money to get them fixed. Can you die from this? Any suggestions?","Please see a Dentist or Oral Surgeon immediately. You have an infection and need an antibiotic in order to get rid of it. I went through the same thing, fatigue, temperature, aching, and dizziness. I had my employer prescribe an antibiotic then had a root canal (RCT). The antibiotic is a temporary solution, it will not take care of this problem permanently. If it is a wisdom tooth, you simply need an extraction. But only a dentist can make a proper diagnosis. It is possible to die from an infection like this, but those are extreme cases. The only way to take care of your problem is to see a Dentist, have a radiograph, and exam. They will make an appropriate treatment plan. Check your area, see if they have medicaid offices, free dental clinics in place, or clinics that have a sliding scale fee. Maybe your dental office has some sort of credit company they work with that can help you.",chronic abscesses,,,,"I feel okay one minute, and then the next feel like I am going to die.","2 chronic abscesses in my left top/bottom wisdom teeth, and a sever cavity in my right wisdom tooth",,,,,,,,,,,,,Can you die from this?,"2 chronic abscesses in my left top/bottom wisdom teeth, and a sever cavity in my right wisdom tooth","Would this be the cause of my swollen glands, and fatigue, and general ill feeling ALL THE TIME!!!!!!?","2 chronic abscesses in my left top/bottom wisdom teeth, and a sever cavity in my right wisdom tooth",,,,,,Can you die from this?,"Would this be the cause of my swollen glands, and fatigue, and general ill feeling ALL THE TIME!!!!!!????",,Anyone else experiance these sypmtoms with a TOOTH ABCSESS???,,"Yes: I went through the same thing, fatigue, temperature, aching, and dizziness.",,,
33,3964269,Does anyone have advice for a person considering a relationship with someone with Herpes HSV I II?,"I am having a difficult time getting comfortable with the fact that my girlfriend has HSV I and II(and I do not).  I am afraid, knowing that if I choose to stay in this relationship, I will eventually end up getting it as well...and there is no way to know how my body will react to the virus'.  Right now I am viewing the virus as a magnifying glass that makes small concerns seem like larger ones, because it is a huge commitment just to try to see if the relationship will be successful.  The relationship would already have more than normal amounts of stressors because of geographical issues(I'd have to move a long distance to be with her) and other reasons.  We have been doing the long-distance dating which is great, but distance makes the heart grow fonder as well.  I feel like a very bad person for having these feelings, but I'm trying to get a grasp on things, so please help if you have any insights.","I agree with the last answer but wanted to say one thing.  I was in a similar situation as you and knowing that my girlfiend had HSV 2 I decided to stay with her.   I used a condom for several months and never got it.  Recenlty we got engaged and have been having unprotected sex.  I now have the HSV 2 virus and to be honest with you, I really never ever think about it.  I honestly don't see what the big deal is. I get an OB maybe once very 3-4 months the size of a pea on my inner thigh....I put a bandaid on it, take medicine and it's gone in a couple of days.   It doesn't affect my life in any way and I feel like the luckiest person alive for having my fiance.  I would have done the same thing 1000 times over again.  So I guess the question you have to ask yourself is...  do you love her and can you see yourself being with her forever....if so,  I think the answer is very simple.  If not, but you think the relationship has potential to be something great then you just have to be careful.   The last thing I would do would be to not be with her because of this despite how you feel about her.      By the way,  you aren't a bad person for feeling this way.  If anything you should be commended for researching more about it instead of running for the hills.   Good Luck and I hope everything works out for the best",Herpes HSV I II,,Male,,I feel like a very bad person for having these feelings,considering a relationship with someone with Herpes HSV I II,,,,,,,,,,,,,,,,,I am having a difficult time getting comfortable with the fact that my girlfriend has HSV I and II(and I do not).,considering a relationship with someone with Herpes HSV I II,,,,"I feel like a very bad person for having these feelings, but I'm trying to get a grasp on things, so please help if you have any insights.",,,,,Yes: I agree with the last answer but wanted to say one thing.  I was in a similar situation as you and knowing that my girlfiend had HSV 2 I decided to stay with her.,,,
34,2291746,"40 yr hubby-moodiness anger male dysfunct, migraines, happy one day, mean the next?Midlife?bipolar?depression?","He has been this way for years but it is getting worse. We have been married for 20 yrs and he can get mad at me and not talk to me for weeks. Its like somthing sets him off?!!
Then one day after being hateful, mean, silent he wakes up like nothing ever happened.Then we will be happy for like a couple of weeks or months, then bam...same thing again.  Surely, there is a lady out there than can give me advice. He would be hard to get to a dr. but he may not have a choice. I am to the point of trying anything before we end up in divorce. I dont know how to help him but I am miserable.","I'm a clinical pyschologist and these sound like symptoms of bipolar! Being tested for this is the best way to tell if he has it. When a person is diagnosed for biopolar, there is really nothing one can do to help there negative moods! The best way is to get him tested! Good luck!!",moodiness anger male dysfunct,,,,I dont know how to help him but I am miserable.,"40 yr hubby-moodiness anger male dysfunct, migraines, happy one day, mean the next",,,,,We have been married for 20 yrs and he can get mad at me and not talk to me for weeks.,"40 yr hubby-moodiness anger male dysfunct, migraines, happy one day, mean the next",,,,,,,,,,,,,,,,I am to the point of trying anything before we end up in divorce. I dont know how to help him but I am miserable.,,,,,Yes: I'm a clinical pyschologist and these sound like symptoms of bipolar! ,,,
36,994430,Please HELP me... AIHA sickness [Auto Immune-system Heamatology Anemia]?,"AIHA [Auto Immune-system Heamatology Anemia]

my husband was lying @ hospital since 24 Dec 2004... even until now! i've tried as many of doctors, professionals, medicians... were useless. As doctors said, this is an uncureable sickness in this world... Oh My God!

could anyone is willing to share with me about your experience / knowledge on this issue?
I am very sad + heart broken to face this problem, my husband was really in a very painful + hopeless conditions.

Please help me, everybody... for serious question & answer please. many thanks to u all who are willing to help us!","I don't have the kind of answer you want, but what I do know I'll give you.  I cannot imagine the pain your heart must suffer in watching your beloved husband suffer so much.  If you have a spiritual life, go to God with it.  Tell God what you are going through, and seek some kind of spiritual director.  You will be in all of my prayers.",AIHA [Auto Immune-system Heamatology Anemia],,Female,,"I am very sad + heart broken to face this problem, my husband was really in a very painful + hopeless conditions.",AIHA sickness [Auto Immune-system Heamatology Anemia],,,,,,,,,,,,,,,,,,,,,,"As doctors said, this is an uncureable sickness in this world... Oh My God!",,,could anyone is willing to share with me about your experience / knowledge on this issue?,,Yes: I cannot imagine the pain your heart must suffer in watching your beloved husband suffer so much. ,,,
40,3050132,Did They Do Something Wrong?,Back in Feb. I had sex & after I couldnt go to the bathroom and I was really hurting.I went to the hospital & they said that I was having bladder spasams.The next nite I noticed that my stomach was very distended so I took a test. It came back postive as soon as I urinated on it. (The hospital says they gave me one but it came back negative.)That thursday I went to the hospital again & they did 2 ultrasounds & she said she didnt see a baby but that I had a cyst on my right ovary.I then went 2 my ob-gyn & she gave me a test & came back positive.She also did 2 ultrasounds & found a cyst on my left ovary too.She said she didnt see the baby but that it could be to early.She sent me straight to the hospital 4 emergency surgery bcause the cysts had ruptured.During the surgery she noticed that I was pregnant in my right tube that had also ruptured & removed half of it.I almost died because of all the blood loss.Shouldn't they have done somethin different to me.He didnt even touch my stomoch!,"I'm very sorry that you had to go through that.  It is possible that they did a pregnancy test and it was negative because that can happen with a tubal pregnancy. However, you have the right to see your medical record, and any tests done on you at the hospital that first night would be in your medical record. Request to go into the hospital and view your record (most hospitals will charge you if you want them to actually copy the record for you but you have the right to view it, for free, at the hospital). If there is no record of the pregnancy test, then I would definitely consult an attorney.",surgery,,Female,,I almost died because of all the blood loss.,surgery,,,,,,,,,,,,,,,,,Shouldn't they have done somethin different to me.He didnt even touch my stomoch!,surgery,,,,,Shouldn't they have done somethin different to me.,,,,Yes: I'm very sorry that you had to go through that. ,,,
45,2003005,Is this an eating disorder?,"I guess I have had some abuse in the past about it.  I think i'm really fat and for my birthday I was going to get my navel pierced but...not so good for overweight people as I hear.

I eat usually no more than 2 meals a day.  Usually 2 bowls of cerial or cerial and toast.  Anything more causes like...a reaction in my head making me more depressed than normal.  I don't eat lunch and after going out to eat or eating fast food, I will not eat for a day or two.  My bf says I need help but I don't think theres anything wrong?","Yes, my dear, that is an eating disorder. You do need help. Perhaps this is something you did not want to hear, but you do need help. Asking other people is the first cry for help. 

It sounds like you are obsessing with your weight. I used to think I was fat too because my oldest brother used to tell me that. I was a wiry lil thing and didn't even know it. 

You are depriving yourself of needed nutrients. Two bowls of cereal is not going to get you anywhere and then you turn around after eating fast food and you starve for two days. Think about it...does that sound normal to you?

You probably feel like crap and don't even know it. 

You need somebody that can help you cope with whatever it is that you need to cope with. They will help put you on a diet that will be good for you. Teach you how to eat proper portions and go on healthy excercises that will keep you from gaining weight. 

You really really need help before you end up making yourself very sick. BELIEVE ME YOU IT WILL CATCH UP TO YOU!!",eating disorder,,,,Anything more causes like...a reaction in my head making me more depressed than normal.,eating disorder,,,,,,,,,,,,,,,,,My bf says I need help but I don't think theres anything wrong?,eating disorder,,,,,My bf says I need help but I don't think theres anything wrong?,,,,Yes: You really really need help before you end up making yourself very sick. BELIEVE ME YOU IT WILL CATCH UP TO YOU!!,,,
46,971775,How many of u have PMS(pre-menstural syndromes)?,"I really loose my nevers... i end up shouting and arguing for everything... its totally uncontrolable. I just wanna blast someone. And my body goes through so much changes...But worst of all is Anger, it starts like one week before my periods, sometimes much before.
And I GO THROUGH A VERY VERY HARD PERIODS... with so much pain from past 8 years or so... iam 24 now. The first days r so bad.
 Wat about u all? How many of u have such a problem???","Me!! me!!.. im 26 this years but everytime when my period is around the corner, i will have symtoms like migraine and my hand and foot is very cold.. then wen it is my first, second and third day of period, i will have migraine, stomach cramp, my hand and foot feel cramp and cold, nausea, dizzy and so on. i try to relax and took Ponstan if it is too unbearable. well, u can take Ponstan but not too often cos consuming medicine is always not too good for our body. take care.. and dont drink cold water and eat pineapple during your period.",PMS(pre-menstural syndromes),18-24 years old,Female,,And I GO THROUGH A VERY VERY HARD PERIODS... with so much pain from past 8 years or so... iam 24 now. The first days r so bad.,PMS(pre-menstural syndromes),,,,,I really loose my nevers... i end up shouting and arguing for everything... its totally uncontrolable. I just wanna blast someone.,PMS(pre-menstural syndromes),,,,,,,,,,,,,,,,,,,Wat about u all? How many of u have such a problem???,,"Yes: Me!! me!!.. im 26 this years but everytime when my period is around the corner, i will have symtoms like migraine and my hand and foot is very cold",,,
50,96172,Anyone else not have morning sickness?,"I am 9 weeks as of today and so far all the symptoms I have had are very tender bbs, constipation, and fatigue. I had some sickness for about a week and then it just dissappeared. Has anyone else had anything like this? I had a my first ultrasound when i was just 7 weeks and the baby measure 6 weeks, there was a heartbeat with a rate of 119 and I know I shouldn't be worried but I am. I just think it is weird to have sickness for only a week and then it dissappear.","I didn't have mornign sickness with my first pregnancy, but I did with my second one.  Each pregnancy is different.  It sounds like your is going great, congrats and good luck.",morning sickness,,Female,,,,,,,,,,,,,,,,,,,,I just think it is weird to have sickness for only a week and then it dissappear.,sickness,,,,,,,Has anyone else had anything like this?,,"Yes: I didn't have mornign sickness with my first pregnancy, but I did with my second one.  Each pregnancy is different.  It sounds like your is going great, congrats and good luck.",,,
